id_bb_global,id_isin,id_cusip,id_sedol1,ticker,name,exch_code,issuer,market_sector_des
BBG0080JW0W9, ,EK7217665, ,EK7217665,SCOTIABANK SUD AMERICANO,SANTIAGO,SCOTIABANK SUD AMERICANO,Corp
BBG0080JW308, ,EK7217723, ,EK7217723,SCOTIABANK SUD AMERICANO,SANTIAGO,SCOTIABANK SUD AMERICANO,Corp
BBG0080JW5T2,CL0001893883,EK7217848, ,EK7217848,SCOTIABANK SUD AMERICANO,SANTIAGO,SCOTIABANK SUD AMERICANO,Corp
BBG0080JWM15,CL0002014133,EK7217962,BVB3BF6,EK7217962,SCOTIABANK SUD AMERICANO,SANTIAGO,SCOTIABANK SUD AMERICANO,Corp
BBG0080KR230, ,EK7221022, ,EK7221022,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080L5642, ,EK7223242, ,EK7223242,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080L5L85, ,EK7223309, ,EK7223309,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080L6277,CL0001918797,EK7223424, ,EK7223424,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080L6Q92, ,EK7223606, ,EK7223606,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080LL984,CL0001841155,EK7226427, ,EK7226427,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080LLWN6, ,EK7226666, ,EK7226666,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080LM5J9, ,EK7226781, ,EK7226781,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080LMFS7,CL0001841148,EK7226963, ,EK7226963,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080LN8N7,CL0001878389,EK7227029, ,EK7227029,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080LNGQ6,CL0001878371,EK7227144, ,EK7227144,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080LNKY8, ,EK7227201, ,EK7227201,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080SVZ17, ,EK7241277, ,EK7241277,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080SWKP3, ,EK7241335, ,EK7241335,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080SZ8B2, ,EK7241814, ,EK7241814,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0080T5NF6, ,EK7242473, ,EK7242473,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080T5YB6,CL0001230573,EK7242655, ,EK7242655,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080T65V6,CL0001230599,EK7242838, ,EK7242838,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080T6JY3, ,EK7243133, ,EK7243133,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TWXC7,CL0002032515,EK7247993, ,EK7247993,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TX7Q8,CL0002032531,EK7248231, ,EK7248231,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TXH68,CL0002032556,EK7248413, ,EK7248413,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TXNV7, ,EK7248470, ,EK7248470,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TY7B3, ,EK7248595, ,EK7248595,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TYPZ7, ,EK7248892, ,EK7248892,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TZ1C4, ,EK7249015, ,EK7249015,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TZF88, ,EK7249197, ,EK7249197,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TZHX6, ,EK7249312, ,EK7249312,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TZLB1, ,EK7249379, ,EK7249379,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0080TZN81, ,EK7249551, ,EK7249551,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG0081LR282,HK0000237260,EK7285308,BVF9MH9,EK7285308,MTR CORPORATION (C.I.),NOT LISTED,MTR CORPORATION (C.I.),Corp
BBG0081MDXG8, ,EK7290944, ,EK7290944,TRANSA SECURITIZADORA,SANTIAGO,TRANSA SECURITIZADORA,Corp
BBG0081MJ797, ,EK7291066, ,EK7291066,TRANSA SECURITIZADORA,SANTIAGO,TRANSA SECURITIZADORA,Corp
BBG0081MN284, ,EK7291660, ,EK7291660,TRANSA SECURITIZADORA,SANTIAGO,TRANSA SECURITIZADORA,Corp
BBG0081MP9G8, ,EK7291728, ,EK7291728,TRANSA SECURITIZADORA,SANTIAGO,TRANSA SECURITIZADORA,Corp
BBG0081MQDS5, ,EK7291785, ,EK7291785,TRANSA SECURITIZADORA,SANTIAGO,TRANSA SECURITIZADORA,Corp
BBG0081MQN21, ,EK7291843, ,EK7291843,TRANSA SECURITIZADORA,SANTIAGO,TRANSA SECURITIZADORA,Corp
BBG0081NB3N6, ,EK7298681, ,EK7298681,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081NF7X2, ,EK7298988, ,EK7298988,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081NG5V7, ,EK7299648, ,EK7299648,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081NGNZ4, ,EK7299820, ,EK7299820,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081NH6N3, ,EK7300362, ,EK7300362,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081NHDK1, ,EK7300727, ,EK7300727,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081NHKQ9, ,EK7300842, ,EK7300842,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081NHQ68, ,EK7301089, ,EK7301089,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081NHYG0, ,EK7301386, ,EK7301386,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0081YVHJ4,CL0002139872,EK7345698, ,EK7345698,PARQUE ARAUCO S.A.,SANTIAGO,PARQUE ARAUCO S.A.,Corp
BBG008295978, ,EK7383798, ,EK7383798,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG008296FM6, ,EK7383970, ,EK7383970,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG008296S93,CL0001923433,EK7384390, ,EK7384390,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG008313LJ6,XS1144471023,EK7434724,BK58D32,EK7434724,GYM FERROVIAS,NOT LISTED,GYM FERROVIAS,Corp
BBG00837WWW2, ,EK7474118, ,EK7474118,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837X4F2, ,EK7474357, ,EK7474357,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837X514, ,EK7474415, ,EK7474415,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837XJZ7, ,EK7474779, ,EK7474779,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837XWT5, ,EK7474894, ,EK7474894,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837XZP2, ,EK7475016, ,EK7475016,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837Y746, ,EK7475198, ,EK7475198,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837YBM7, ,EK7475255, ,EK7475255,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837YG28, ,EK7475370, ,EK7475370,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837YRQ8, ,EK7475552, ,EK7475552,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837Z9P8, ,EK7475610, ,EK7475610,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837ZBY3, ,EK7475677, ,EK7475677,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00837ZDF0,CL0001516831,EK7475792, ,EK7475792,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG0083806K5,CL0001516849,EK7476030, ,EK7476030,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008381XK5, ,EK7476451, ,EK7476451,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008382LT1, ,EK7476634, ,EK7476634,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008382N99, ,EK7476758, ,EK7476758,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008382PZ5, ,EK7476816, ,EK7476816,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008382TJ5, ,EK7476873, ,EK7476873,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG0083839G1, ,EK7476931, ,EK7476931,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008384195, ,EK7476998, ,EK7476998,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008384FT2, ,EK7477053, ,EK7477053,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008384QF3, ,EK7477178, ,EK7477178,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008384Z36, ,EK7477293, ,EK7477293,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008385997, ,EK7477590, ,EK7477590,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG008388805, ,EK7479398, ,EK7479398,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG008388FW4, ,EK7479638, ,EK7479638,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG008389C05,CL0001950394,EK7480115, ,EK7480115,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG008389DV9,CL0001950857,EK7480230, ,EK7480230,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG008389GM2,CL0002008069,EK7480412, ,EK7480412,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG008389K43,CL0002062611,EK7480479, ,EK7480479,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG008389LQ7, ,EK7480594, ,EK7480594,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG008389W29, ,EK7481071, ,EK7481071,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG0083BZ8D4, ,EK7507701, ,EK7507701,BANCO SECURITY,SANTIAGO,BANCO SECURITY,Corp
BBG0083C0F08,CL0001975854,EK7508303, ,EK7508303,BANCO SECURITY,SANTIAGO,BANCO SECURITY,Corp
BBG0083C0HX8, ,EK7508485, ,EK7508485,BANCO SECURITY,SANTIAGO,BANCO SECURITY,Corp
BBG0083WC8T6, ,EK7529663, ,EK7529663,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WCJD9, ,EK7529846, ,EK7529846,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WCN22,CL0001905307,EK7529903, ,EK7529903,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WF8Y7, ,EK7530802, ,EK7530802,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WFB07, ,EK7530869, ,EK7530869,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WFCC2, ,EK7530927, ,EK7530927,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WFD58, ,EK7531040, ,EK7531040,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WFF53, ,EK7531107, ,EK7531107,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WFFV4, ,EK7531164, ,EK7531164,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WFH95, ,EK7531222, ,EK7531222,ITAU CORPBANCA,SANTIAGO,ITAU CORPBANCA,Corp
BBG0083WK675,CL0001204842,EK7532428, ,EK7532428,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0083WKND1, ,EK7532667, ,EK7532667,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0083WLTC8,CL0001204875,EK7532840,BYPKL32,EK7532840,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0083WM4S5,CL0001204883,EK7533020, ,EK7533020,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0083WN6M5, ,EK7533327, ,EK7533327,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0083WN832,CL0001204933,EK7533384, ,EK7533384,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0083WRCY5,CL0001204941,EK7533806, ,EK7533806,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0083WRV46, ,EK7534101, ,EK7534101,BANCO FALABELLA,SANTIAGO,BANCO FALABELLA,Corp
BBG0084B37V0,BRHZTEDBS019,EK7632418,BVVQHT1,EK7632418,HAZTEC INVEST E PARTI SA,SAO PAULO,HAZTEC INVEST E PARTI SA,Corp
BBG0084GVCV7, ,EK7653505, ,EK7653505,BANCO DE CREDITO E INVER,SANTIAGO,BANCO DE CREDITO E INVER,Corp
BBG0084H3ZP2,CL0001242875,EK7655302, ,EK7655302,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0084H4C09,CL0001242883,EK7655484, ,EK7655484,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0084H4JC1,CL0001242891,EK7655609, ,EK7655609,EF SECURITIZADORA SA,SANTIAGO,EF SECURITIZADORA SA,Corp
BBG0084H4LB7, ,EK7655666, ,EK7655666,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG0084H4MN2, ,EK7655781, ,EK7655781,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG0084H4PP3, ,EK7655906, ,EK7655906,BANCO SANTANDER CHILE,SANTIAGO,BANCO SANTANDER CHILE,Corp
BBG0084H4QV4, ,EK7656201, ,EK7656201,SANTANDER SECURITIZADORA,SANTIAGO,SANTANDER SECURITIZADORA,Corp
BBG0084JJ9Y9, ,EK7662407, ,EK7662407,BANCO SANTANDER CHILE,SANTIAGO,BANCO SANTANDER CHILE,Corp
BBG0084JJBV7, ,EK7662464, ,EK7662464,BANCO SANTANDER CHILE,SANTIAGO,BANCO SANTANDER CHILE,Corp
BBG0084JJGT9, ,EK7662647, ,EK7662647,BANCO INTERNACIONAL,SANTIAGO,BANCO INTERNACIONAL,Corp
BBG0084JM1V5, ,EK7663009, ,EK7663009,BANCO CONSORCIO,SANTIAGO,BANCO CONSORCIO,Corp
BBG0084JN2V2,CL0002125020,EK7663124, ,EK7663124,BANCO SECURITY,SANTIAGO,BANCO SECURITY,Corp
BBG00864VKC5,CL0002164045,EK7691497, ,EK7691497,SOCIEDAD CONCESIONARIA S,SANTIAGO,SOCIEDAD CONCESIONARIA S,Corp
BBG0086889K8,US25380QAH20,25380QAH2,BW0XTF0,EK7706741,DIGICEL LTD,TRACE,DIGICEL LTD,Corp
BBG0086BG245,USG27649AG04,EK7715924,BW1YMC0,EK7715924,DIGICEL LTD,BERLIN,DIGICEL LTD,Corp
BBG0086JMCJ3,XS0967596734,EK7740732,BDDWCD0,EK7740732,DIVERSIFIED REAL ESTATE,NOT LISTED,DIVERSIFIED REAL ESTATE,Corp
BBG008744W29,XS0634222318,EK7758114, ,EK7758114,SG STRATEGIC INCOME LTD,NOT LISTED,SG STRATEGIC INCOME LTD,Corp
BBG00874ZZ64, ,EK7775936, ,EK7775936,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG0087DTTY4, ,EK7834303, ,EK7834303,COOPEUCH,SANTIAGO,COOPEUCH,Corp
BBG0087J13T4,XS1084504874,EK7868368, ,EK7868368,RUTAS DE LIMA,LUXEMBOURG,RUTAS DE LIMA,Corp
BBG0088LSJN0,US65504LAN73,65504LAN7,BWC9G44,EK8011091,NOBLE HOLDING INTL LTD,TRACE,NOBLE HOLDING INTL LTD,Corp
BBG008979CB9,JMC201500021,EK8047988, ,EK8047988,SAGICOR REAL ESTATE X FU,NOT LISTED,SAGICOR REAL ESTATE X FU,Corp
BBG008CTZ0H8,CL0002129063,EK8223019, ,EK8223019,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG008CTZ3T9,CL0002125293,EK8223076,BSKS203,EK8223076,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG008CTZ9B5, ,EK8223316, ,EK8223316,SECURITIZADORA INTERAMER,SANTIAGO,SECURITIZADORA INTERAMER,Corp
BBG008CTZT58,CL0002139070,EK8223613, ,EK8223613,EMPRESAS COPEC SA,SANTIAGO,EMPRESAS COPEC SA,Corp
BBG008D04ZH7,CL0002156819,EK8234362, ,EK8234362,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG008D3G8D2,CL0002140607,EK8255433, ,EK8255433,BANCO CONSORCIO,SANTIAGO,BANCO CONSORCIO,Corp
BBG008F9FL03,MX91OP090009,EK8365943,BYVVV62,EK8365943,ORG DE PROYECTOS DE INFR,MEXICO,ORG DE PROYECTOS DE INFR,Corp
BBG008HKHPG8, ,EK8664964, ,EK8664964,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG008HKLYN6, ,EK8667363, ,EK8667363,EMPRESAS LIPIGAS SA,SANTIAGO,EMPRESAS LIPIGAS SA,Corp
BBG008LGC5G1,XS1225894127,EK8806136, ,EK8806136,INTL BK RECON & DEVELOP,NOT LISTED,INTL BK RECON & DEVELOP,Corp
BBG008LZQ672, ,EK8899883, ,EK8899883,AGUAS ANDINAS SA,SANTIAGO,AGUAS ANDINAS SA,Corp
BBG008MJZJV2,BREBAGDBS004,EK8913874,BX90GK3,EK8913874,EMP BRASIL AGREGADOS MIN,SAO PAULO,EMP BRASIL AGREGADOS MIN,Corp
BBG008MY6N15,US92676XAC11,92676XAC1,BXC2TT6,EK8978414,VIKING CRUISES LTD,TRACE,VIKING CRUISES LTD,Corp
BBG008MZ4TV8,USG9363BAC49,EK8988132,BXC7XB1,EK8988132,VIKING CRUISES LTD,TRACE,VIKING CRUISES LTD,Corp
BBG008N2V9P1,PEP58501M057,EK9015927,BYW6PY2,EK9015927,YURA S.A.,LIMA,YURA S.A.,Corp
BBG008N2WZH1,PEP58501M065,EK9016107,BYW6PX1,EK9016107,YURA S.A.,LIMA,YURA S.A.,Corp
BBG008NSLNF5,CL0002169853,EK9086290, ,EK9086290,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00936KH67,US76118DAA81,76118DAA8, ,EK9326274,RESIDENTIAL RE 2015 LTD,TRACE,RESIDENTIAL RE 2015 LTD,Corp
BBG009BDTQY3,CL0002169861,EK9451577, ,EK9451577,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG009BDTRV4, ,EK9451635, ,EK9451635,EMPRESA OBRAS SANITARIAS,SANTIAGO,EMPRESA OBRAS SANITARIAS,Corp
BBG009BNSBH4,ARBSAE560015,EK9502221, ,EK9502221,BANCO SAENZ S.A.,BUENOS AIRES,BANCO SAENZ S.A.,Corp
BBG009CWJDK5,US532522AA74,532522AA7,BZ0Y921,EK9711731,LIMA METRO LINE 2 FIN LT,EUROMTF,LIMA METRO LINE 2 FIN LT,Corp
BBG009DDHSX1,BRALGTDBS027,EK9738064,BYS5P43,EK9738064,ALGAR TELECOM SA,SAO PAULO,ALGAR TELECOM SA,Corp
BBG009F6HJ82,BRCSMGDBS080,EK9909038,BZ0KBG7,EK9909038,CIA DE SANEAMENTO DE MG,SAO PAULO,CIA DE SANEAMENTO DE MG,Corp
BBG009F6YT18,US29273EAC21,29273EAC2,BYTHPF9,EK9909996,ENDO DAC/FIN LLC/FINCO,TRACE,ENDO DAC/FIN LLC/FINCO,Corp
BBG009GVPQM5,CL0002032572,EK9931552, ,EK9931552,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG009GXV3T8,CL0002149681,EK9932931, ,EK9932931,SCOTIABANK SUD AMERICANO,SANTIAGO,SCOTIABANK SUD AMERICANO,Corp
BBG009H35VP4,BRAESLDBS057,EK9957375,BYTHP60,EK9957375,AES SUL DIST GAUCHA ENER,SAO PAULO,AES SUL DIST GAUCHA ENER,Corp
BBG009H36MF4,BRAESLDBS065,EK9957557,BYTHP71,EK9957557,AES SUL DIST GAUCHA ENER,SAO PAULO,AES SUL DIST GAUCHA ENER,Corp
BBG009H3VMW7, ,EK9959892, ,EK9959892,PARQUE ARAUCO S.A.,SANTIAGO,PARQUE ARAUCO S.A.,Corp
BBG009H9FHL5,USG3040EAB41,EK9993685,BYMXFK9,EK9993685,ENDO DAC/FIN LLC/FINCO,TRACE,ENDO DAC/FIN LLC/FINCO,Corp
BBG0000065R1,US2973093048,297309304, ,EP0002683,ESSROC OFFSHORE LTD,NOT LISTED,ESSROC OFFSHORE LTD,Pfd
BBG000006GX0,KYG0727Q1073,EP0026278, ,EP0026278,BANCAJA EUROCAPITAL FIN,NOT LISTED,BANCAJA EUROCAPITAL FIN,Pfd
BBG000006WP4,XS0142218675,EP0051995,B09WM22,EP0051995,ALPHA-SIRES LTD SER 164,CAYMAN ISLANDS,ALPHA-SIRES LTD SER 164,Pfd
BBG000007JY2,US29331P2020,29331P202, ,EP0102681,ENHANCED LN FACILITY III,LUXEMBOURG,ENHANCED LN FACILITY III,Pfd
BBG000007JZ1,KYG306421051,EP0102723, ,EP0102723,ENHANCED LN FACILITY III,LUXEMBOURG,ENHANCED LN FACILITY III,Pfd
BBG000007KX0,XS0183275113,EP0104794, ,EP0104794,BANIF FINANCE LTD,NOT LISTED,BANIF FINANCE LTD,Pfd
BBG000007SH1,US70217X2080,70217X208, ,EP0121442,PASADENA CDO LTD,NOT LISTED,PASADENA CDO LTD,Pfd
BBG000007YL3,US00388L2043,00388L204, ,EP0134007,ACACIA CDO 6 LTD/INC,TRACE,ACACIA CDO 6 LTD/INC,Pfd
BBG000007YM2,KYG0062L2004,EP0134080,B047FC3,EP0134080,ACACIA CDO 6 LTD/INC,NOT LISTED,ACACIA CDO 6 LTD/INC,Pfd
BBG0000080F3,US48205L2043,48205L204, ,EP0137950,JUPITER HIGH GRADE CDO,NOT LISTED,JUPITER HIGH GRADE CDO,Pfd
BBG0000080G2,KYG5208L2040,EP0137992, ,EP0137992,JUPITER HIGH GRADE CDO,NOT LISTED,JUPITER HIGH GRADE CDO,Pfd
BBG0000080H1,US48205L3033,48205L303, ,EP0138032,JUPITER HIGH GRADE CDO,NOT LISTED,JUPITER HIGH GRADE CDO,Pfd
BBG0000083B1,US26545R2067,26545R206, ,EP0142273,DUNHILL ABS CDO LTD,NOT LISTED,DUNHILL ABS CDO LTD,Pfd
BBG0000083C0,KYG7644X2069,EP0142315, ,EP0142315,DUNHILL ABS CDO LTD,NOT LISTED,DUNHILL ABS CDO LTD,Pfd
BBG0000083D9,US26545R3057,26545R305, ,EP0142356,DUNHILL ABS CDO LTD,NOT LISTED,DUNHILL ABS CDO LTD,Pfd
BBG000008S62,US87331C2098,87331C209, ,EP0193177,TABERNA PFD FUNDING V,TRACE,TABERNA PFD FUNDING V,Pfd
BBG000008SR9,US87331C3088,87331C308, ,EP0194373,TABERNA PFD FUNDING V,NOT LISTED,TABERNA PFD FUNDING V,Pfd
BBG000008XM3,US00080R2022,00080R202,B3F0D62,EP0200964,ABS CAPITAL FUNDING LTD,NOT LISTED,ABS CAPITAL FUNDING LTD,Pfd
BBG000008XY0,KYG006051083,EP0201442,3236954,EP0201442,ABS CAPITAL FUNDING LTD,DUBLIN,ABS CAPITAL FUNDING LTD,Pfd
BBG000008Y41,US00080R3012,00080R301, ,EP0201681,ABS CAPITAL FUNDING LTD,NOT LISTED,ABS CAPITAL FUNDING LTD,Pfd
BBG000008YG8, ,EP0202242, ,EP0202242,MKP CBO II LTD,NOT LISTED,MKP CBO II LTD,Pfd
BBG000008ZR3,US00081A2087,00081A208, ,EP0204230,ACA ABS 2003-1 LTD,TRACE,ACA ABS 2003-1 LTD,Pfd
BBG000008ZS2,KYG0061W2077,EP0204271,3317666,EP0204271,ACA ABS 2003-1 LTD,DUBLIN,ACA ABS 2003-1 LTD,Pfd
BBG0000095G0,US7468652034,746865203, ,EP0214007,PUTNAM 2001-1,TRACE,PUTNAM 2001-1,Pfd
BBG0000095V3,KYG730091058,EP0214528, ,EP0214528,PUTNAM 2001-1,NOT LISTED,PUTNAM 2001-1,Pfd
BBG000001998,US8733142074,873314207, ,EP0228130,TABERNA PFD FNDG VII,NOT LISTED,TABERNA PFD FNDG VII,Pfd
BBG0000019C4,KYG8653U2084,EP0228171,B1HL9J4,EP0228171,TABERNA PFD FNDG VII,DUBLIN,TABERNA PFD FNDG VII,Pfd
BBG000001C73,US8733143064,873314306, ,EP0228601,TABERNA PFD FNDG VII,NOT LISTED,TABERNA PFD FNDG VII,Pfd
BBG0000035C0, ,EP0255240, ,EP0255240,BAFC 2007-NIM2 LTD,NOT LISTED,BAFC 2007-NIM2 LTD,Pfd
BBG000003870, ,EP0256776, ,EP0256776,DUKE FUNDING I,NOT LISTED,DUKE FUNDING I,Pfd
BBG000003ZY0,US49858W2089,49858W208, ,EP0269738,KLEROS PREF FUNDING VI,NOT LISTED,KLEROS PREF FUNDING VI,Pfd
BBG0000046H2,US23303X2027,23303X202, ,EP0273722,DEUTSCHE ALT-A SEC NIM,NOT LISTED,DEUTSCHE ALT-A SEC NIM,Pfd
